timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610554092282,449,HTTP Request,200,OK,Load Test 3-19,text,true,,3228,115,13,19,https://blazedemo.com/,444,0,194
1610554092307,424,HTTP Request,200,OK,Load Test 3-18,text,true,,3228,115,13,19,https://blazedemo.com/,419,0,156
1610554091787,943,HTTP Request,200,OK,Spike Test 2-42,text,true,,3228,115,5,19,https://blazedemo.com/,938,0,674
1610554092069,665,HTTP Request,200,OK,Load Test 3-21,text,true,,3228,115,13,19,https://blazedemo.com/,659,0,410
1610554091787,952,HTTP Request,200,OK,Spike Test 2-43,text,true,,3228,115,5,19,https://blazedemo.com/,950,0,680
1610554092147,606,HTTP Request,200,OK,Load Test 3-20,text,true,,3228,115,13,19,https://blazedemo.com/,605,0,328
1610554091788,1014,HTTP Request,200,OK,Load Test 3-25,text,true,,3228,115,14,20,https://blazedemo.com/,1014,0,691
1610554092480,344,HTTP Request,200,OK,Load Test 3-16,text,true,,3228,115,14,20,https://blazedemo.com/,343,0,83
1610554092547,386,HTTP Request,200,OK,Load Test 3-15,text,true,,3228,115,15,21,https://blazedemo.com/,386,0,84
1610554092630,348,HTTP Request,200,OK,Load Test 3-14,text,true,,3228,115,16,22,https://blazedemo.com/,347,0,93
1610554091787,1246,HTTP Request,200,OK,Spike Test 2-45,text,true,,3228,115,5,23,https://blazedemo.com/,1246,0,686
1610554092637,400,HTTP Request,200,OK,Stress Test 1-50,text,true,,3228,115,1,23,https://blazedemo.com/,399,0,77
1610554092754,350,HTTP Request,200,OK,Load Test 3-20,text,true,,3228,115,17,22,https://blazedemo.com/,346,0,82
1610554092707,398,HTTP Request,200,OK,Load Test 3-13,text,true,,3228,115,17,22,https://blazedemo.com/,398,0,76
1610554092738,377,HTTP Request,200,OK,Load Test 3-19,text,true,,3228,115,18,23,https://blazedemo.com/,377,0,106
1610554092738,416,HTTP Request,200,OK,Spike Test 2-42,text,true,,3228,115,4,23,https://blazedemo.com/,415,0,120
1610554092741,429,HTTP Request,200,OK,Spike Test 2-43,text,true,,3228,115,4,23,https://blazedemo.com/,428,0,108
1610554091828,1342,HTTP Request,200,OK,Load Test 3-24,text,true,,3228,115,18,23,https://blazedemo.com/,1341,0,635
1610554091910,1331,HTTP Request,200,OK,Load Test 3-23,text,true,,3228,115,19,24,https://blazedemo.com/,1331,0,562
1610554092798,443,HTTP Request,200,OK,Load Test 3-12,text,true,,3228,115,19,24,https://blazedemo.com/,443,0,84
1610554092825,422,HTTP Request,200,OK,Load Test 3-16,text,true,,3228,115,19,24,https://blazedemo.com/,422,0,69
1610554092391,859,HTTP Request,200,OK,Load Test 3-17,text,true,,3228,115,19,24,https://blazedemo.com/,856,0,117
1610554092980,402,HTTP Request,200,OK,Load Test 3-14,text,true,,3228,115,21,26,https://blazedemo.com/,401,0,86
1610554093039,356,HTTP Request,200,OK,Stress Test 1-50,text,true,,3228,115,1,26,https://blazedemo.com/,353,0,64
1610554092948,448,HTTP Request,200,OK,Load Test 3-10,text,true,,3228,115,21,26,https://blazedemo.com/,448,0,93
1610554092934,468,HTTP Request,200,OK,Load Test 3-15,text,true,,3228,115,21,26,https://blazedemo.com/,467,0,98
1610554092738,702,HTTP Request,200,OK,Load Test 3-18,text,true,,3228,115,22,27,https://blazedemo.com/,698,0,95
