timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610541975902,400,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-296,text,true,,69524,224,22,22,http://www.bing.com/,128,0,91
1610541975902,132,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-296,,true,,254,110,22,22,http://bing.com/,128,0,91
1610541976040,262,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-296,text,true,,69270,114,22,22,http://www.bing.com/,99,0,56
1610541975895,424,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-292,text,true,,69524,224,22,22,http://www.bing.com/,135,0,98
1610541975895,139,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-292,,true,,254,110,22,22,http://bing.com/,135,0,98
1610541976041,278,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-292,text,true,,69270,114,22,22,http://www.bing.com/,110,0,55
1610541975970,378,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-289,text,true,,69524,224,23,23,http://www.bing.com/,63,0,23
1610541975970,64,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-289,,true,,254,110,23,23,http://bing.com/,63,0,23
1610541976042,306,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-289,text,true,,69270,114,23,23,http://www.bing.com/,109,0,54
1610541975902,448,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-300,text,true,,69518,224,23,23,http://www.bing.com/,129,0,90
1610541975902,131,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-300,,true,,252,110,23,23,http://bing.com/,129,0,90
1610541976040,310,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-300,text,true,,69266,114,23,23,http://www.bing.com/,114,0,56
1610541975890,468,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-299,text,true,,69522,224,23,23,http://www.bing.com/,139,0,102
1610541975890,143,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-299,,true,,252,110,23,23,http://bing.com/,139,0,102
1610541976041,317,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-299,text,true,,69270,114,23,23,http://www.bing.com/,110,0,55
1610541975897,468,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-297,text,true,,69522,224,23,23,http://www.bing.com/,133,0,96
1610541975897,137,HTTP Request-0,301,Moved Permanently,jp@gc - Ultimate Thread Group 1-297,,true,,252,110,23,23,http://bing.com/,133,0,96
1610541976040,325,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group 1-297,text,true,,69270,114,23,23,http://www.bing.com/,111,0,56
